Merchant Transaction Free Text,Merchant Name
APPLE DISTRIBUTION INTERNATIONAL,
QS CUISINE RESTAURANT  DUBAI         AE,QS CUISINE RESTAURANT
BE AEROSPACE INC,
THE FAIRMONT DUBAI     DUBAI         AE,BRIDGES 1(LOBBY)FAIRMO
BAB TUMA RESTAURANT AN DUBAI         AE,BAB TUMA RESTAURANT AN
T.CHOITRAM AND SONS LL DUBAI         AE,T.CHOITRAM AND SONS LL
COSMOPLAST INDUSTRIAL COMPANY LLC,
EMIRATES NATIONAL SCHOOL,
HARLEY DAVIDSON UAE    DUBAI         AE,HARLEY DAVIDSON OF UAE
JOY ALUKKAS LLC        DUBAI         AE,JOY ALUKKAS LLC -478114
ENOC SITE - 1027       DUBAI         AE,ENOC-SITE NO.1027
DESERT ROSE HOTEL APAR DUBAI         AE,DESERT ROSE HOTEL APTS
AXIOM TELECOM          DUBAI         AE,AXIOM TELECOM   -426505
ARMANI EXCHANGE        DUBAI         AE,ARMANI EXCHANGE -132040
EMIRATES    1762198281 DUBAI         AE,EMIRATES
PETROLEUM DEVELOPMENT,
CHILIS GARHOUD         DUBAI         AE,CHILIS GARHOUD
AVIS UAE RENT A CAR    DUBAI         AE,AVIS UAE RENT A CAR
THE ROYAL EMIRATES SPO DUBAI         AE,THE ROYAL EMIRATES SPO
SOCIETE AIR FRANCE RUE DE PARIS,
SALEM TRAVEL AGENCY    ABU DHABI     AE,SALEM TRAVEL AGENCY-3
TIM WE FZ LLC,
MCDONALDS-CENTRAL MALL DUBAI         ARE,MCDONALDS-CENTRAL MALL
COSTA COFFEE           DUBAI         AE,COSTA COFFEE 2
TRUSTED SOURCE GENERAL TRADING FZE,
TOT PUBLIC COMPANY LIMITED,
DENEL SOC LIMITED,
MS QATAR PETROLEUM TREASURY DEPARTMENT CR ROOM TH FLOOR ALSADD PLAZA PHONE,
CRAVINGS WITH COUTURE  DUBAI         ARE,CRAVINGS WITH COUTURE
RAINTREE ROLLA HOTEL L DUBAI         AE,RAINTREE ROLLA H-234606
EQUANT NETWORK SYSTEMS LIMITED,
ORION CONTRACTING COMPANY RAK LLC,
FIRST GULF BAN,
AL SAYER RETAIL ESTABL DUBAI         AE,AL SAYER RETAIL -131737
BRANDS FOR LESS LLC    DUBAI         AE,BRANDS FOR LESS -267026
TIME LEADER GENERAL TRADING LLC,
SYRIA TELL LLC         DUBAI         AE,SYRIA TELL LLC
FORTUNE PLAZA HOTEL LL DUBAI         AE,FORTUNE PLAZA HOTEL LL
ADNHC HEAD OFFICE,
MOHD AL QAMA CERAMIC T DUBAI         AE,MOHD AL QAMA CERAMICS
NEW HORIZON CAPITAL,
MYTHOS KOUZINZ & GRILL DUBAI         AE,MYTHOS KOUZINA & GRILL
WOLFIS BIKE SHOP       DUBAI         AE,WOLIFI'S BIKE SHOP
YOGA OM                DUBAI         AE,YOGA OM
TRAVELEX LIMITED,
AL SAYER RETAIL ESTABL DUBAI         AE,AL SAYER RETAIL -131948
MAMOSO FLOWER TRADING  DUBAI         AE,MAMOSO FLOWER TRADING
KYO CAFE               DUBAI         AE,KYO CAFE
VLCC INTERNATIONAL LLC DUBAI         AE,VLCC INTERNATION-131419
FAI RENTAJET AKTIENGESELLSCHAFT JLT BRANCH,
EMARAT-GARHOUD(1390)   DUBAI         AE,EMARAT-GARHOUD
EPAY DIGITAL MIDDLE EAST FZ LLC,
INJAZAT DATA SY,
TAALEEM PJSC           DUBAI         AE,TAALEEM PJSC
COPRI CONSTRUCTION RUCTION ENTERPRISES ESTABLISHMENT,
NEXGEN PHARMA FZ LLC,
E MARINE PJSC,
DUBAI SPORTS CITY LLC  DUBAI         AE,DSC-ACADEMY ADMINISTRA
EMIRATES    1762309373 DUBAI         AE,EMIRATES
MCDONALDS-DXB AIRPORT  DUBAI         AE,MCDONALDS-DXB AIRPORT
THYSSENKRUPP AG,
MELIA HOTEL            DUBAI         AE,MELIA HOTEL
AL ADIL TRADING CO W.L DUBAI         AE,AL ADIL TRADING -262631
TRAF SEC FINANCE,
SIKORSKY INTERNATIONAL PRODUCTS INC,
ALL DAY MARKET LLC     DUBAI         AE,ALL DAY MARKET LLC
LANDMARK RETAIL INVEST DUBAI         AE,LANDMARK RETAIL -471901
DEUTSCHE BAHN AKTIENGESELLSC HAFT,
HOME CENTRE GULF LLC   DUBAI         AE,HOME CENTRE GULF-880709
SCB RETAIL OPERATIONS ACCOUNT,
VISION ZONE OPTICS-BR  DUBAI         AE,VISION ZONE OPTICS-BR
ABU DHABI GENSERMUSANADAPJ S C,
MAASA SHIPS FUEL SUPPLIES LY LLC,
MEDICLINIC DUBAI MALL  DUBAI         AE,MEDICLINIC DUBAI MALL
MSSAUD BAHWAN AUTOMOTIVE LLC,
ACE-DFC-ALFUTTAIM      DUBAI         ARE,ACE-DFC-ALFUTTAIM
INTEL CORPORATION UK LIMITED,
DARWISH ENGINEERING EMIRATES LLC,
SABRE GLBL INC,
AIR INDIA CHARTERS LIMITED,
CANADIAN SPECIALIST HO DUBAI         AE,CANADIAN SPECIALIST HOS
PARZEL EXPRESS AND LOG DUBAI         AE,PARZEL EXPRESS AND LOG
BRANDS FOR LESS LLC    DUBAI         AE,BRANDS FOR LESS -568001
UNITED HYPERMARKET     DUBAI         AE,UNITED HYPERMARKET
MERCURIA ENERGY TRADSA GENEVE CHUBS,
ROAD & TRANSPORT AUTHO DUBAI         AE,DUBAI METRO-(EA) TOM 2
SCOOZI                 DUBAI         AE,SCOOZI
AL TAYER MOTORS LLC    DUBAI         AE,AL TAYER MOTORS -158306
KANSAI PAINT COMPANY LIMITED,
SHARAF D G             DUBAI         AE,SHARAF D G      -032641
COLLECTION ACCOUNT,
ADNOC,
SPINNEYS-THE VILLA     DUBAI         AE,SPINNEYS-VILLA
TAHA DENTAL & MEDICAL  ABU DHABI     AE,TAHA DENTAL & MEDICAL
MARGHERITA RESTAURANT  DUBAI         AE,MARGHERITA RESTA-471165
EMIRATES-FI            DUBAI         AE,EMIRATES-FIRST CLASS
ABU DHABI CRUDE OIL PIPELINE LLC,
EIT TELECOM DU         DUBAI         AE,EIT TELECOM DU  -136577
NIDERA BV,
EMIRATES MOTOR OWNED BY AL FAHIM,
TOTAL UAE LLC,
AT.MOSPHERE BURJ KHALI DUBAI         AE,AT.MOSPHERE BURJ KHALIFA
BCITITMM,
COSTA COFFEE           DUBAI         AE,COSTA COFFEE 3
PETRO PLUS GENERAL TRADING LLC,
STS-FIRST POINT SCHOOL DUBAI         AE,STS-FIRST POINT SCHOOL
ARCLIGHT LIMETREE AIV LLP,
M GULF LIMITED,
SPLASH GULF LLC        DUBAI         AE,SPLASH GULF LLC -152231
PALMSTRIP PHARMACY     DUBAI         AE,PALMSTRIP PHARMACY
GE AVIATION SSS AP CHECKS,
SCHINAC VERWALTAG WIEN,
RED BULL FZE,
ADNH PROCUREMENT AND RETAIL DEPARTMENT,
SINOCHEM SHIPPING SINGAPORE PTE,
ALFAHIM,
EMIRATES    1762310560 DUBAI         AE,EMIRATES
PASSION POINT GENERAL  DUBAI         AE,PASSION POINT GENERAL
AL HAWAI TYRE CO.      DUBAI         AE,AL HAWAI TYRE CO
TIPS & TOES BEAUTY & S DUBAI         AE,TIPS & TOES BEAUTY & SPA
GREENPOINT TECHNOLOGIES INC,
NTDE HAAGEN DAZS       DUBAI         AE,NTDE HAAGEN DAZS-761031
MBCBEBB THE SUMITOMO BANK LIMITED 1000 BRUSSELS BELGIU,
OMV AKTIENGESELLSCHAFT TRABRENNSTRASSE,
EMIRATES TRADING ESTAB DUBAI         AE,EMIRATES TRADING ESTAB
PAKISTAN TELECOMMUNICATION COMPANY LIMITED,
MADINAT JUMEIRAH - MJ  DUBAI         AE,ZHENG HE'S-1
GULF FILM LLC          DUBAI         AE,GULF FILM LLC   -565007
SCOPE CAYMAN LIMITED,
BERWIN LEIGHTON PAISNER LLP,
IKON PETROLEUM DMCC,
YATEEM OPTICIAN-DXB MA DUBAI         AE,YATEEM OPTICIAN-DXB MALL
CNPC INTERNATIONAL HONG KONG,
OOREDOO QSC MAIN BRANCH,
MANA SAEED ALOTAIBA,
BOUBOUFFE-LEBANESE BRA DUBAI         AE,BOUBOUFFE-LEBANESE BRA
SHOE TREE LLC          DUBAI         AE,SHOE TREE LLC   -170614
ERNST AND YOUNG,
DTS REFINING PTE,
WHITE DUBAI            DUBAI         AE,WHITE STAR FACILITIES
ZABEEL SARAY HOTEL     DUBAI         AE,ROOM RESERVATION
FOUNDATION PROPERTY,
GOOGLE IRELAND LIMITED,
FINE TOOLS TRADING LLC DUBAI         AE,FINE TOOLS TRADING LLC
N.G.I                  DUBAI         AE,N G I LIFE
MARRIOTT               DUBAI         AE,LA FARINE
HUAWEI INTERNATIONAL PTE,
MDC OIL AND GAS SK LIMITED,
SOFITEL THE PALM HOTEL DUBAI         ARE,SOFITEL THE PALM HOTEL
ADCPUTILITY PAYMENTS PAYABLES ATT NCLIENT OPERATIONS TH FLOOR H O HQS BUILDING,
DECATHLON-SPORTING TRE DUABI         AE,DECATHLON-SPORTING
LIFE OPTICS LLC (BRANC DUBAI         AE,LIFE OPTICS LLC (BRANC
NEW AL MADINA HYPERMAR DUBAI         AE,NEW AL MADINA HYPERMAR
GULF CONTRACTORS COMPANY LLC,
ENOC SITE 1062         DUBAI         AE,ENOC SITE 1062
ADMIRAL PLAZA HOTEL    DUBAI         AE,ADMIRAL PLAZA HOTEL
EMARAT-IBN BATTUTA(686 DUBAI         AE,EMARAT-IBN BATTUTA(686
MADINAT JUM - F&B      DUBAI         AE,MADINAT JUMEIRAH-F&B
WESTERN AUTO LLC,
WASL MARINE LLC,
ADGAS,
FCP TRADING FZE,
JANE NORMAN -DCC       DUBAI         AE,JANE NORMAN
AEP FEEDER FUND VI INC,
CENTRAL VET.RESEARCH L DUBAI         AE,CENTRAL VETERINARY RES
RTA - AL FAHIDI        DUBAI         AE,RTA-TOM AL FAHIDI
PEARL MARINA HOTEL APA DUBAI         AE,PEARL MARINA HOTEL APT
LEVIS                  DUBAI         AE,LEVIS
SULZER AG,
AL MANA FASHION LLC-BR DUBAI         AE,AL MANA FASHION LLC-BR
MOHAMED HAREB AL OTAIBA LLC,
MEAD OIL INTERNATIONAL FZE,
OCCIDENTAL AL HOSN LLC,
GULF FILM LLC          DUBAI         AE,GULF FILM LLC   -471105
BRANDS FOR LESS LLC    DUBAI         AE,BRANDS FOR LESS -052070
FACC OPERATIONS GMBH,
EMIRATES    1762152422 DUBAI         AE,EMIRATES
T. CHOITHRAM & SONS    DUBAI         AE,CHOITRAM GARHOUD
AL SAIF JEWELLERS LLC  DUBAI         AE,AL SAIF JEWELLERS LLC
BAALBAK CASTLE MEAT SH DUBAI         AE,BAALBAK CASTLE MEAT SH
CHOWKING ORIENT RESAUR DUBAI         AE,CHOWKING ORIENT -141013
